,id,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
1337,1338,3,66,22,0,1,0,1,7,2,19,2,1,1,0,0,0,4,0,484,1,7,0,0,1,1,0,0
1341,1342,8,48,40,0,0,0,1,1,7,17,7,1,1,1,70,21,10,3,1600,1,1,1,0,0,0,0,1
1342,1343,6,60,28,0,1,0,1,7,1,22,1,1,1,0,0,0,15,0,784,1,7,1,0,0,1,0,0
1344,1345,9,64,24,0,1,0,0,7,2,16,2,1,1,4,84,19,4,6,576,1,7,1,0,0,0,0,1
1345,1346,4,61,27,0,1,0,0,6,4,15,4,1,1,4,75,14,5,9,729,1,6,1,0,0,1,0,1
1347,1348,8,43,45,0,1,0,0,2,6,18,6,1,1,6,59,15,6,4,2025,1,2,1,0,0,0,0,1
1349,1350,5,70,18,0,1,0,0,9,1,17,1,1,0,0,0,0,2,0,324,1,9,1,0,0,1,0,0
1350,1351,1,63,25,0,0,0,1,0,3,15,3,1,0,1,81,18,6,0,625,1,0,0,0,0,1,1,1
1351,1352,2,63,25,0,1,0,1,7,3,19,3,1,1,2,84,21,6,7,625,1,7,1,0,0,1,0,1
1354,1355,8,65,23,0,1,0,0,7,1,16,1,1,1,1,88,22,10,0,529,1,7,1,0,0,0,0,1
1355,1356,2,62,26,0,1,0,0,7,2,20,1,1,1,11,87,25,5,7,676,1,7,1,0,0,1,0,1
1356,1357,6,53,35,0,1,0,0,7,5,18,5,1,1,10,87,34,4,1,1225,1,7,1,0,0,1,0,1
1358,1359,4,63,25,1,0,0,0,5,2,21,2,1,0,9,87,24,5,10,625,1,5,0,0,0,1,0,1
1359,1360,7,43,45,0,1,0,1,0,7,17,7,1,0,7,59,16,10,0,2025,1,0,1,0,0,0,1,1
1363,1364,6,53,35,0,1,0,0,6,3,24,3,1,1,0,0,0,7,0,1225,1,6,1,0,0,1,0,0
1364,1365,6,65,23,0,0,0,0,6,1,22,1,1,0,11,80,15,5,8,529,1,6,1,0,0,1,0,1
1365,1366,5,56,32,0,0,0,0,0,5,14,5,1,0,12,80,24,4,0,1024,1,0,1,0,0,1,1,1
1366,1367,1,68,20,0,1,0,0,0,1,18,1,1,0,1,81,13,12,0,400,1,0,1,0,0,1,1,1
1367,1368,1,53,35,0,0,0,0,0,5,19,5,1,0,5,82,29,6,0,1225,1,0,0,0,0,1,1,1
1368,1369,8,60,28,0,0,0,0,0,5,15,5,1,1,0,0,0,6,0,784,1,0,0,0,0,0,1,0
1369,1370,6,68,20,0,1,0,1,10,2,17,1,1,1,0,0,0,5,0,400,1,10,1,0,0,1,0,0
1371,1372,4,62,26,0,0,0,0,7,2,20,2,1,1,11,81,19,5,7,676,1,7,1,0,0,1,0,1
1372,1373,1,56,32,0,0,0,0,7,3,22,3,1,1,10,77,21,5,4,1024,1,7,1,0,0,1,0,1
1373,1374,9,61,27,1,1,1,0,16,1,26,1,1,1,12,83,22,3,16,729,1,16,0,0,1,0,0,1
1374,1375,7,55,33,1,1,1,1,19,2,24,2,1,1,7,77,22,2,19,1089,1,19,0,0,1,0,0,1
1375,1376,8,54,34,1,1,0,0,6,4,16,4,1,1,4,70,15,5,7,1156,1,6,1,0,0,0,0,1
1376,1377,4,59,29,1,1,1,1,12,3,18,3,1,1,1,80,20,4,17,841,1,12,0,0,0,1,0,1
1377,1378,2,62,26,0,1,0,1,3,2,21,2,1,1,12,81,19,6,7,676,1,3,0,0,1,1,0,1
1379,1380,2,62,26,0,1,0,0,7,2,20,2,1,1,10,79,17,6,3,676,1,7,1,0,0,1,0,1
1380,1381,12,63,24,0,1,0,1,8,2,16,2,1,1,0,0,0,4,0,576,1,8,0,0,0,0,0,0
1381,1382,1,47,41,0,1,0,0,3,2,14,2,1,0,1,60,13,10,4,1681,1,3,1,0,0,1,0,1
1382,1383,9,61,27,0,1,0,0,5,3,19,3,1,1,0,0,0,3,0,729,1,5,1,0,0,0,0,0
1383,1384,7,64,24,0,1,0,1,3,3,14,3,1,0,0,0,0,1,0,576,1,3,1,0,0,0,0,0
1384,1385,3,62,26,0,1,0,0,7,3,19,2,1,1,8,82,20,4,5,676,1,7,1,0,0,1,0,1
1385,1386,7,53,35,0,1,0,0,0,7,19,7,1,1,11,72,19,7,6,1225,1,0,1,0,0,0,1,1
1386,1387,3,62,26,1,1,0,0,10,3,19,3,1,1,3,82,20,4,10,676,1,10,0,0,1,1,0,1
1388,1389,8,62,26,1,1,1,0,10,1,19,1,1,1,9,83,21,4,10,676,1,10,1,0,0,0,0,1
1389,1390,6,64,24,1,1,1,0,10,1,17,1,1,1,6,85,21,4,10,576,1,10,1,0,0,1,0,1
1390,1391,7,67,21,1,1,0,0,12,2,14,2,1,1,12,78,11,4,10,441,1,12,1,0,0,0,0,1
1391,1392,11,65,22,1,1,0,0,6,1,20,1,1,1,0,0,0,4,0,484,1,6,1,0,0,0,0,0
1392,1393,1,54,34,1,0,0,0,7,4,20,4,1,1,6,80,26,5,12,1156,1,7,0,0,1,1,0,1
1393,1394,4,61,27,1,1,0,1,7,1,18,1,1,0,4,84,23,5,7,729,1,7,0,0,0,1,0,1
1394,1395,3,64,24,1,1,0,1,9,3,18,3,1,1,2,81,16,3,10,576,1,9,1,0,0,1,0,1
1395,1396,6,56,32,1,1,0,1,10,3,20,3,1,1,1,73,16,4,10,1024,1,10,0,0,1,1,0,1
1397,1398,11,64,23,1,1,0,0,8,1,18,1,1,1,6,81,16,4,10,529,1,8,0,1,0,0,0,1
1398,1399,12,63,24,1,1,0,0,8,3,16,3,1,1,3,81,17,3,10,576,1,8,0,0,1,0,0,1
1400,1401,1,62,26,1,1,0,0,10,3,18,3,1,1,6,78,16,0,0,676,1,10,0,0,0,1,0,1
1401,1402,8,57,31,1,1,0,0,7,5,19,5,1,0,2,76,18,6,9,961,1,7,1,0,0,0,0,1
1402,1403,12,64,23,1,1,0,1,10,1,20,1,1,1,6,84,19,4,10,529,1,10,0,1,0,0,0,1
1403,1404,9,63,25,1,1,0,0,10,1,21,1,1,0,11,82,19,4,10,625,1,10,1,0,0,0,0,1
1405,1406,4,64,24,1,1,0,0,10,2,17,2,1,1,0,0,0,4,0,576,1,10,0,0,1,1,0,0
1406,1407,10,57,30,1,1,0,1,7,4,16,4,1,1,6,79,21,4,10,900,1,7,0,0,1,0,0,1
1407,1408,2,65,23,0,1,0,0,6,1,18,1,1,1,0,0,0,4,0,529,1,6,1,0,0,1,0,0
1408,1409,11,58,29,1,1,0,0,7,6,15,3,1,1,5,80,21,4,7,841,1,7,0,0,0,0,0,1
1411,1412,6,51,37,0,1,0,0,7,3,16,2,1,1,2,77,25,2,7,1369,1,7,0,1,0,1,0,1
1412,1413,11,62,25,0,1,1,0,12,1,18,1,1,1,11,84,22,3,16,625,1,12,0,0,1,0,0,1
1413,1414,12,47,40,0,1,1,0,14,6,18,6,1,1,9,65,17,4,7,1600,1,14,0,0,1,0,0,1
1415,1416,10,57,31,0,0,1,1,10,1,20,1,1,1,0,0,0,4,0,961,1,10,0,0,0,0,0,0
1416,1417,6,63,25,0,1,0,0,10,1,17,1,1,1,0,0,0,6,0,625,1,10,0,0,1,1,0,0
1417,1418,12,60,27,0,1,0,0,15,2,19,2,1,0,0,0,0,4,0,729,1,15,0,1,0,0,0,0
1418,1419,4,43,45,0,1,0,0,9,8,20,7,1,1,0,0,0,4,0,2025,1,9,1,0,0,1,0,0
1419,1420,8,60,28,0,0,0,0,10,2,23,2,1,1,0,0,0,3,0,784,1,10,1,0,0,0,0,0
1420,1421,10,52,36,1,1,1,1,7,6,19,6,1,1,1,70,17,4,7,1296,1,7,0,1,0,0,0,1
1422,1423,7,45,43,1,1,1,0,14,3,21,3,1,1,9,66,21,2,15,1849,1,14,0,0,1,0,0,1
1424,1425,9,54,34,0,1,0,0,7,2,24,2,1,1,4,85,30,6,7,1156,1,7,1,0,0,0,0,1
1425,1426,6,50,38,0,1,0,0,15,3,24,3,1,1,0,0,0,4,0,1444,1,15,0,0,1,1,0,0
1426,1427,6,61,27,1,1,0,1,2,2,24,2,1,1,0,0,0,4,0,729,1,2,1,0,0,1,0,0
1427,1428,4,54,34,1,1,0,1,7,3,20,3,1,1,5,76,22,6,7,1156,1,7,0,1,0,1,0,1
1428,1429,11,65,22,1,1,0,1,12,1,18,1,1,1,8,83,17,4,7,484,1,12,0,1,0,0,0,1
1429,1430,9,64,24,1,1,1,1,12,1,22,1,1,1,4,88,23,4,10,576,1,12,0,1,0,0,0,1
1430,1431,6,68,20,1,1,1,1,7,1,18,1,1,1,0,0,0,4,0,400,1,7,1,0,0,1,0,0
1432,1433,6,63,25,0,1,0,1,7,2,19,2,1,1,12,81,18,4,10,625,1,7,0,1,0,1,0,1
1433,1434,9,51,37,0,1,0,0,7,2,17,2,1,1,0,0,0,2,0,1369,1,7,0,0,0,0,0,0
1434,1435,12,59,28,1,1,0,0,7,1,21,1,1,1,3,79,19,4,0,784,1,7,1,0,0,0,0,1
1436,1437,3,56,32,0,1,0,0,10,1,26,1,1,0,0,0,0,4,0,1024,1,10,1,0,0,1,0,0
1437,1438,4,62,26,0,1,0,0,9,2,21,2,1,1,0,0,0,4,0,676,1,9,0,1,0,1,0,0
1438,1439,1,68,20,0,1,0,0,0,2,14,2,1,1,3,81,13,4,10,400,1,0,1,0,0,1,1,1
1439,1440,1,53,35,0,1,0,1,10,2,28,2,1,1,0,0,0,4,0,1225,1,10,0,1,0,1,0,0
1441,1442,3,62,26,0,0,0,0,10,1,20,1,1,1,0,0,0,2,0,676,1,10,0,1,0,1,0,0
1442,1443,2,54,34,0,1,0,1,7,5,18,5,1,1,0,0,0,5,0,1156,1,7,1,0,0,1,0,0
1443,1444,9,64,24,0,1,0,0,7,2,16,1,1,1,0,0,0,3,0,576,1,7,1,0,0,0,0,0
1444,1445,1,49,39,1,1,1,0,7,7,20,7,1,1,1,67,18,8,0,1521,1,7,0,0,0,1,0,1
1445,1446,2,69,19,1,1,1,0,12,1,18,1,1,1,0,0,0,1,0,361,1,12,0,0,0,1,0,0
1446,1447,1,62,26,0,1,0,1,0,3,19,3,1,1,7,84,22,8,0,676,1,0,1,0,0,1,1,1
1447,1448,2,64,24,0,1,0,1,0,3,17,3,1,0,0,0,0,4,0,576,1,0,0,0,0,1,1,0
1448,1449,1,67,21,0,1,0,1,7,3,17,3,1,0,9,86,19,7,0,441,1,7,0,0,0,1,0,1
1449,1450,7,62,26,0,1,0,0,7,1,20,1,1,1,0,0,0,3,0,676,1,7,0,1,0,0,0,0
1450,1451,3,65,23,0,1,0,0,13,1,22,1,1,1,0,0,0,3,0,529,1,13,0,0,1,1,0,0
1451,1452,4,67,21,0,1,0,0,10,2,17,2,1,1,0,0,0,2,0,441,1,10,0,0,0,1,0,0
1452,1453,7,66,22,0,1,0,0,14,1,21,1,1,1,0,0,0,4,0,484,1,14,0,1,0,0,0,0
1456,1457,10,62,26,1,1,1,0,6,1,17,1,1,1,0,0,0,3,0,676,1,6,1,0,0,0,0,0
1458,1459,4,59,29,1,1,1,0,18,1,17,1,1,1,3,86,26,4,16,841,1,18,1,0,0,1,0,1
1459,1460,11,46,42,1,1,1,0,10,3,22,3,1,0,1,70,23,3,12,1764,1,10,0,0,0,0,0,1
1460,1461,12,59,28,1,1,0,1,12,1,26,1,1,1,0,0,0,2,0,784,1,12,0,0,1,0,0,0
1461,1462,6,68,20,1,0,0,0,7,1,17,1,1,1,0,0,0,2,0,400,1,7,0,0,1,1,0,0
1462,1463,7,65,23,0,1,0,0,12,1,20,1,1,1,0,0,0,2,0,529,1,12,0,0,0,0,0,0
1463,1464,12,65,23,0,1,0,0,12,1,22,1,1,1,0,0,0,3,0,529,1,12,0,0,1,0,0,0
1464,1465,11,61,27,0,1,0,0,10,2,18,1,1,1,0,0,0,2,0,729,1,10,0,0,1,0,0,0
1468,1469,8,64,24,0,1,0,0,13,1,23,1,1,1,0,0,0,3,0,576,1,13,0,1,0,0,0,0
1470,1471,5,60,28,0,1,0,0,14,2,24,2,1,1,7,83,23,3,14,784,1,14,0,1,0,1,0,1
1472,1473,10,63,25,0,1,0,0,12,2,15,2,1,1,3,78,14,4,12,625,1,12,0,1,0,0,0,1
1475,1476,4,67,21,0,1,0,0,12,1,20,1,1,1,3,87,19,4,12,441,1,12,1,0,0,1,0,1
1477,1478,1,50,38,0,1,0,1,5,4,19,4,1,1,5,71,21,4,0,1444,1,5,1,0,0,1,0,1
1480,1481,12,64,24,0,1,0,0,7,3,16,3,1,1,2,81,16,6,10,576,1,7,1,0,0,0,0,1
1481,1482,7,56,32,0,1,0,0,4,5,18,4,1,0,3,83,26,5,0,1024,1,4,0,0,0,0,0,1
1484,1485,10,48,40,0,1,0,0,15,3,23,3,1,1,5,70,21,3,15,1600,1,15,1,0,0,0,0,1
1485,1486,6,62,26,0,1,0,0,4,1,15,1,1,1,8,77,15,4,7,676,1,4,0,0,1,1,0,1
1486,1487,11,51,37,0,1,0,0,7,2,27,2,1,1,0,0,0,3,0,1369,1,7,1,0,0,0,0,0
1487,1488,9,51,37,0,1,1,0,10,3,28,3,1,1,6,74,22,4,2,1369,1,10,0,0,1,0,0,1
1488,1489,2,62,26,0,0,0,0,7,1,19,1,1,0,0,0,0,4,0,676,1,7,1,0,0,1,0,0
1489,1490,2,44,44,0,1,0,0,7,5,23,4,1,0,10,71,27,0,0,1936,1,7,1,0,0,1,0,1
1490,1491,4,69,19,0,1,0,0,10,1,18,1,1,1,0,0,0,10,0,361,1,10,1,0,0,1,0,0
1492,1493,6,54,34,0,1,0,0,7,2,22,2,1,0,0,0,0,6,0,1156,1,7,0,1,0,1,0,0
1493,1494,10,40,48,0,1,0,0,4,6,19,6,1,1,1,63,22,6,6,2304,1,4,1,0,0,0,0,1
1494,1495,7,66,22,0,0,0,0,7,2,19,2,1,0,11,85,19,4,3,484,1,7,0,1,0,0,0,1
1495,1496,7,57,31,0,1,0,0,10,3,18,2,1,1,0,0,0,10,0,961,1,10,0,1,0,0,0,0
1496,1497,9,63,25,0,1,0,0,7,2,21,2,1,1,6,84,20,6,7,625,1,7,1,0,0,0,0,1
1498,1499,12,67,21,0,0,0,0,7,1,16,1,1,1,11,88,20,4,0,441,1,7,0,0,0,0,0,1
1499,1500,5,40,48,0,1,0,0,6,7,14,6,1,1,4,70,29,7,4,2304,1,6,0,0,1,1,0,1
1500,1501,4,61,27,0,1,0,0,9,4,15,3,1,1,0,0,0,4,0,729,1,9,0,0,1,1,0,0
1501,1502,11,49,38,0,0,0,0,4,4,18,4,1,1,1,68,18,5,10,1444,1,4,0,0,1,0,0,1
1502,1503,2,62,26,0,1,0,0,7,2,19,2,1,1,0,0,0,4,0,676,1,7,1,0,0,1,0,0
1503,1504,3,48,40,0,1,0,0,3,2,29,2,1,1,0,0,0,4,0,1600,1,3,1,0,0,1,0,0
1504,1505,3,65,23,0,0,0,0,0,2,15,2,1,1,11,80,15,3,0,529,1,0,0,0,0,1,1,1
1505,1506,2,60,28,0,0,0,0,0,1,23,1,1,1,0,0,0,4,0,784,1,0,0,0,1,1,1,0
1506,1507,11,47,40,0,1,0,0,6,4,19,4,1,1,0,0,0,6,0,1600,1,6,0,1,0,0,0,0
1509,1510,7,60,28,0,1,0,0,4,4,14,4,1,1,9,82,22,5,0,784,1,4,1,0,0,0,0,1
1511,1512,7,47,41,0,1,1,1,0,8,20,8,1,1,1,65,17,10,0,1681,1,0,1,0,0,0,1,1
1512,1513,1,53,35,0,1,1,1,0,7,17,7,1,0,1,69,16,8,0,1225,1,0,1,0,0,1,1,1
1513,1514,8,63,25,0,1,0,0,7,1,23,1,1,0,0,0,0,6,0,625,1,7,1,0,0,0,0,0
1514,1515,11,56,31,0,1,0,0,6,3,21,3,1,1,4,77,20,6,0,961,1,6,0,0,1,0,0,1
1515,1516,12,61,26,0,1,0,0,2,4,17,4,1,0,1,84,22,7,3,676,1,2,0,0,1,0,0,1
1517,1518,10,53,35,0,1,0,0,2,4,13,2,1,0,0,0,0,6,0,1225,1,2,0,0,1,0,0,0
1519,1520,1,58,30,0,1,0,0,0,8,16,8,1,1,12,74,16,8,0,900,1,0,0,0,0,1,1,1
1522,1523,11,63,24,0,1,0,0,0,1,22,1,1,1,0,0,0,3,0,576,1,0,0,0,1,0,1,0
1525,1526,8,61,27,0,1,0,0,7,1,23,1,1,1,0,0,0,4,0,729,1,7,0,0,1,0,0,0
1526,1527,4,69,19,0,1,0,0,7,1,18,1,1,1,0,0,0,6,0,361,1,7,0,0,1,1,0,0
1527,1528,9,59,29,0,1,0,0,7,3,18,3,1,1,0,0,0,6,0,841,1,7,1,0,0,0,0,0
1530,1531,3,58,30,0,1,0,0,5,3,19,3,1,1,12,82,24,4,9,900,1,5,0,1,0,1,0,1
1531,1532,12,59,28,0,1,1,0,7,4,17,4,1,0,9,77,17,6,7,784,1,7,0,0,1,0,0,1
1532,1533,1,48,40,0,1,0,1,5,9,18,7,1,1,3,71,23,8,0,1600,1,5,0,0,1,1,0,1
1534,1535,7,67,21,0,1,0,1,7,2,17,2,1,0,6,87,19,4,10,441,1,7,1,0,0,0,0,1
1535,1536,12,47,40,0,1,0,1,10,5,17,5,1,1,4,82,34,2,7,1600,1,10,0,1,0,0,0,1
1536,1537,9,65,23,0,0,0,0,10,2,18,2,1,1,1,88,22,4,12,529,1,10,1,0,0,0,0,1
1538,1539,1,49,39,0,1,0,0,7,6,21,5,1,1,3,81,32,5,7,1521,1,7,0,0,1,1,0,1
1539,1540,4,51,37,0,1,0,0,10,4,24,4,1,1,2,85,33,4,10,1369,1,10,0,1,0,1,0,1
1540,1541,1,43,45,0,1,1,0,0,8,14,6,1,0,1,73,30,6,0,2025,1,0,0,1,0,1,1,1
1541,1542,4,53,35,0,0,0,0,6,4,21,4,1,1,0,0,0,6,0,1225,1,6,0,0,0,1,0,0
1542,1543,1,58,30,0,1,0,0,0,4,17,4,1,0,3,74,16,4,0,900,1,0,1,0,0,1,1,1
1545,1546,1,40,48,0,1,0,0,0,11,22,10,1,1,1,61,21,8,0,2304,1,0,1,0,0,1,1,1
1546,1547,1,68,20,0,1,0,0,7,1,19,1,1,1,11,86,18,4,7,400,1,7,1,0,0,1,0,1
1550,1551,4,61,27,0,1,0,0,10,1,19,1,1,1,0,0,0,4,0,729,1,10,1,0,0,1,0,0
1551,1552,2,66,22,0,1,0,0,10,2,19,2,1,1,12,85,19,4,7,484,1,10,1,0,0,1,0,1
1552,1553,11,51,36,0,1,0,0,1,6,21,5,1,1,10,72,20,4,4,1296,1,1,1,0,0,0,0,1
1554,1555,12,47,40,0,1,0,1,4,6,18,6,1,1,8,65,17,10,0,1600,1,4,1,0,0,0,0,1
1555,1556,1,68,20,0,1,0,1,7,1,19,1,1,0,0,0,0,2,0,400,1,7,0,1,0,1,0,0
1556,1557,2,65,23,0,1,0,0,7,1,21,1,1,1,0,0,0,4,0,529,1,7,0,0,1,1,0,0
1558,1559,6,42,46,0,1,0,0,6,7,20,7,1,1,9,61,19,4,10,2116,1,6,0,1,0,1,0,1
1559,1560,10,62,26,0,1,0,0,17,2,17,2,1,1,0,0,0,3,0,676,1,17,0,1,0,0,0,0
1560,1561,8,71,17,0,1,0,0,10,2,16,2,1,0,0,0,0,3,0,289,1,10,0,1,0,0,0,0
1561,1562,5,47,41,0,1,0,0,0,7,20,7,1,0,12,67,20,8,0,1681,1,0,1,0,0,1,1,1
1562,1563,1,60,28,0,1,0,0,7,4,16,4,1,1,9,79,19,4,10,784,1,7,0,1,0,1,0,1
1563,1564,3,41,47,0,1,0,0,2,6,20,6,1,1,9,74,33,6,2,2209,1,2,1,0,0,1,0,1
1564,1565,7,66,22,0,1,0,0,7,2,18,1,1,1,0,0,0,3,0,484,1,7,1,0,0,0,0,0
1566,1567,1,63,25,0,0,0,0,0,2,17,2,1,1,0,0,0,6,0,625,1,0,0,0,0,1,1,0
1568,1569,3,69,19,0,1,0,0,7,1,19,1,1,0,0,0,0,3,0,361,1,7,0,1,0,1,0,0
1570,1571,3,66,22,0,1,0,0,7,3,18,3,1,1,12,83,17,5,7,484,1,7,1,0,0,1,0,1
1571,1572,1,55,33,0,1,0,0,0,1,22,1,1,0,12,76,21,5,5,1089,1,0,1,0,0,1,1,1
1572,1573,8,51,37,0,0,0,0,0,4,24,3,1,0,0,0,0,7,0,1369,1,0,0,0,0,0,1,0
1574,1575,6,61,27,0,1,0,1,7,2,20,2,1,1,4,84,22,6,4,729,1,7,1,0,0,1,0,1
1575,1576,8,67,21,0,1,0,1,10,1,17,1,1,1,0,0,0,4,0,441,1,10,1,0,0,0,0,0
1576,1577,9,63,25,0,1,0,0,0,1,22,1,1,1,0,0,0,6,0,625,1,0,0,0,1,0,1,0
1577,1578,12,62,25,0,1,0,0,3,1,17,1,1,0,3,79,16,0,4,625,1,3,0,0,0,0,0,1
1578,1579,11,64,23,0,0,0,0,6,3,16,3,1,1,0,0,0,4,0,529,1,6,1,0,0,0,0,0
1579,1580,3,62,26,0,0,0,0,0,4,17,3,1,1,12,81,19,4,7,676,1,0,1,0,0,1,1,1
1581,1582,12,52,35,0,1,0,1,5,5,18,5,1,1,11,69,16,6,10,1225,1,5,1,0,0,0,0,1
1582,1583,3,55,33,0,0,0,0,0,5,21,5,1,1,10,82,27,4,0,1089,1,0,0,0,0,1,1,1
1584,1585,6,41,47,0,0,0,0,0,1,18,1,1,0,1,67,25,4,6,2209,1,0,0,0,0,1,1,1
1586,1587,6,61,27,0,1,0,0,0,1,19,1,1,0,11,80,19,4,0,729,1,0,1,0,0,1,1,1
1587,1588,9,69,19,0,1,0,0,10,1,18,1,1,0,0,0,0,4,0,361,1,10,0,0,1,0,0,0
1589,1590,12,48,39,0,1,0,0,0,1,38,1,1,0,0,0,0,4,0,1521,1,0,1,0,0,0,1,0
1592,1593,1,59,29,0,1,0,0,10,1,27,1,1,1,0,0,0,2,0,841,1,10,1,0,0,1,0,0
1593,1594,9,55,33,0,1,0,0,7,3,20,3,1,1,12,74,19,4,10,1089,1,7,0,0,0,0,0,1
1594,1595,5,62,26,1,0,0,0,10,3,23,3,1,1,0,0,0,6,0,676,1,10,0,1,0,1,0,0
1595,1596,9,39,49,0,1,0,0,6,7,19,5,1,1,7,63,23,0,4,2401,1,6,1,0,0,0,0,1
1596,1597,2,66,22,0,1,0,0,10,1,19,1,1,1,0,0,0,4,0,484,1,10,1,0,0,1,0,0
1597,1598,4,56,32,0,1,0,0,0,5,17,3,1,1,5,77,21,6,0,1024,1,0,0,0,0,1,1,1
1599,1600,12,47,40,0,0,0,0,2,5,18,5,1,1,0,0,0,6,0,1600,1,2,1,0,0,0,0,0
1603,1604,5,59,29,0,1,0,0,6,3,18,3,1,1,10,78,19,6,5,841,1,6,1,0,0,1,0,1
1604,1605,9,58,30,0,1,1,0,7,4,16,4,1,1,2,75,16,4,7,900,1,7,1,0,0,0,0,1
1609,1610,3,57,31,0,0,0,0,4,6,18,6,1,1,8,77,20,6,0,961,1,4,1,0,0,1,0,1
1610,1611,7,58,30,0,1,0,0,10,4,18,4,1,1,0,0,0,4,0,900,1,10,1,0,0,0,0,0
1611,1612,6,47,41,0,1,0,0,4,5,22,3,1,0,1,77,29,6,7,1681,1,4,1,0,0,1,0,1
1614,1615,1,52,36,0,1,0,0,0,5,26,4,1,0,1,80,28,10,0,1296,1,0,1,0,0,1,1,1
1615,1616,2,69,19,0,0,0,0,7,1,19,1,1,0,0,0,0,4,0,361,1,7,0,0,1,1,0,0
1616,1617,11,40,47,0,1,0,0,10,4,25,4,1,1,6,64,23,4,14,2209,1,10,0,0,1,0,0,1
1617,1618,9,65,23,0,1,0,0,7,2,18,2,1,1,1,88,22,6,0,529,1,7,0,1,0,0,0,1
1618,1619,6,61,27,0,1,0,0,0,3,19,2,1,1,6,86,25,6,7,729,1,0,0,0,0,1,1,1
1619,1620,2,59,29,0,1,0,0,0,1,23,1,1,0,0,0,0,4,0,841,1,0,0,0,0,1,1,0
1621,1622,9,58,30,0,1,0,1,0,2,22,2,1,1,5,85,26,6,7,900,1,0,1,0,0,0,1,1
1622,1623,5,66,22,0,0,0,0,10,1,21,1,1,1,3,84,17,4,7,484,1,10,1,0,0,1,0,1
1623,1624,8,61,27,0,1,0,0,7,1,22,1,1,1,2,81,19,4,12,729,1,7,0,0,0,0,0,1
1624,1625,1,69,19,0,0,0,0,0,2,17,2,1,1,1,88,19,4,0,361,1,0,0,0,1,1,1,1
1625,1626,2,57,31,0,0,0,0,0,4,15,2,1,1,9,83,26,4,0,961,1,0,1,0,0,1,1,1
1626,1627,1,55,33,0,1,0,0,3,4,20,4,1,1,8,67,12,6,0,1089,1,3,0,0,0,1,0,1
1628,1629,12,67,20,0,1,0,0,9,2,18,2,1,0,0,0,0,2,0,400,1,9,0,1,0,0,0,0
1629,1630,8,65,23,1,0,0,0,7,1,18,1,1,1,4,84,18,2,12,529,1,7,0,0,0,0,0,1
1630,1631,7,57,31,1,1,0,0,10,4,18,4,1,1,10,77,20,5,13,961,1,10,0,1,0,0,0,1
1631,1632,6,66,22,0,0,0,0,7,1,17,1,1,1,0,0,0,4,0,484,1,7,0,0,0,1,0,0
1634,1635,5,62,26,0,0,0,0,7,1,19,1,1,1,0,0,0,3,0,676,1,7,1,0,0,1,0,0
1635,1636,7,61,27,0,1,0,0,7,3,18,3,1,1,0,0,0,4,0,729,1,7,1,0,0,0,0,0
1636,1637,2,50,38,1,1,0,0,10,5,16,5,1,1,9,65,15,5,14,1444,1,10,1,0,0,1,0,1
1637,1638,7,48,40,1,1,1,1,12,3,25,2,1,1,7,69,21,4,15,1600,1,12,0,0,1,0,0,1
1638,1639,3,55,33,1,1,0,0,6,3,21,3,1,1,1,78,22,6,10,1089,1,6,0,1,0,1,0,1
1639,1640,4,53,35,1,1,1,1,11,6,18,6,1,1,8,71,18,6,14,1225,1,11,0,1,0,1,0,1
1640,1641,1,69,19,1,1,1,1,11,1,18,1,1,1,0,0,0,6,0,361,1,11,0,1,0,1,0,0
1641,1642,8,66,22,1,1,1,0,12,1,21,1,1,1,3,84,17,2,15,484,1,12,0,0,1,0,0,1
1642,1643,2,55,33,1,1,1,0,10,4,20,3,1,1,12,74,19,0,10,1089,1,10,1,0,0,1,0,1
1643,1644,11,56,31,1,1,1,1,12,3,22,3,1,1,3,73,16,3,15,961,1,12,0,1,0,0,0,1
1644,1645,3,45,43,1,1,1,1,9,2,26,2,1,1,2,69,23,2,7,1849,1,9,0,1,0,1,0,1
1645,1646,4,40,48,1,1,1,1,8,4,24,4,1,1,11,58,18,4,12,2304,1,8,0,1,0,1,0,1
1646,1647,1,54,34,1,1,1,1,12,2,20,2,1,1,9,72,18,3,17,1156,1,12,0,0,0,1,0,1
1647,1648,11,66,21,1,1,0,0,16,1,21,1,1,1,0,0,0,2,0,441,1,16,1,0,0,0,0,0
1649,1650,8,64,24,1,0,0,0,10,1,18,1,1,1,0,0,0,6,0,576,1,10,1,0,0,0,0,0
1650,1651,5,63,25,1,0,0,0,12,1,21,1,1,1,0,0,0,3,0,625,1,12,1,0,0,1,0,0
1651,1652,6,65,23,1,0,0,0,10,2,17,2,1,1,0,0,0,3,0,529,1,10,0,1,0,1,0,0
1652,1653,7,60,28,1,1,0,0,15,2,20,2,1,1,8,76,16,4,12,784,1,15,0,0,0,0,0,1
1654,1655,2,60,28,0,1,0,0,7,5,19,5,1,1,11,80,20,6,10,784,1,7,1,0,0,1,0,1
1655,1656,3,57,31,1,0,0,1,8,4,18,4,1,1,2,81,23,4,0,961,1,8,0,1,0,1,0,1
1656,1657,8,50,38,0,1,0,0,0,8,18,7,1,0,1,69,18,0,7,1444,1,0,0,1,0,0,1,1
